iso3,year,region,indicator,value,source
BFA,2013,National,"School enrollment, secondary, male (% gross)",30.02,HDX-WB
BFA,2014,National,"School enrollment, secondary, male (% gross)",31.7,HDX-WB
BFA,2015,National,"School enrollment, secondary, male (% gross)",34.4,HDX-WB
BFA,2016,National,"School enrollment, secondary, male (% gross)",36.0,HDX-WB
BFA,2017,National,"School enrollment, secondary, male (% gross)",37.87,HDX-WB
BFA,2018,National,"School enrollment, secondary, male (% gross)",39.82,HDX-WB
BFA,2019,National,"School enrollment, secondary, male (% gross)",39.65,HDX-WB
BFA,2020,National,"School enrollment, secondary, male (% gross)",38.32,HDX-WB
BFA,2021,National,"School enrollment, secondary, male (% gross)",36.22,HDX-WB
BFA,2022,National,"School enrollment, secondary, male (% gross)",31.18,HDX-WB
BFA,2023,National,"School enrollment, secondary, male (% gross)",28.14,HDX-WB
BFA,2024,National,"School enrollment, secondary, male (% gross)",26.83,HDX-WB
BFA,1983,National,"School enrollment, secondary, male (% net)",3.25,HDX-WB
BFA,1986,National,"School enrollment, secondary, male (% net)",4.6,HDX-WB
BFA,1989,National,"School enrollment, secondary, male (% net)",6.88,HDX-WB
BFA,1992,National,"School enrollment, secondary, male (% net)",8.65,HDX-WB
BFA,1993,National,"School enrollment, secondary, male (% net)",8.89,HDX-WB
BFA,1994,National,"School enrollment, secondary, male (% net)",8.77,HDX-WB
BFA,1999,National,"School enrollment, secondary, male (% net)",10.77,HDX-WB
BFA,2001,National,"School enrollment, secondary, male (% net)",9.59,HDX-WB
BFA,2003,National,"School enrollment, secondary, male (% net)",11.25,HDX-WB
BFA,2004,National,"School enrollment, secondary, male (% net)",12.49,HDX-WB
BFA,2005,National,"School enrollment, secondary, male (% net)",13.32,HDX-WB
BFA,2006,National,"School enrollment, secondary, male (% net)",14.21,HDX-WB
BFA,2007,National,"School enrollment, secondary, male (% net)",14.96,HDX-WB
BFA,2008,National,"School enrollment, secondary, male (% net)",16.97,HDX-WB
BFA,2009,National,"School enrollment, secondary, male (% net)",18.13,HDX-WB
BFA,2010,National,"School enrollment, secondary, male (% net)",18.51,HDX-WB
BFA,2011,National,"School enrollment, secondary, male (% net)",20.46,HDX-WB
BFA,2012,National,"School enrollment, secondary, male (% net)",21.54,HDX-WB
BFA,2013,National,"School enrollment, secondary, male (% net)",23.11,HDX-WB
BFA,2015,National,"School enrollment, secondary, male (% net)",27.13,HDX-WB
BFA,2016,National,"School enrollment, secondary, male (% net)",28.2,HDX-WB
BFA,2017,National,"School enrollment, secondary, male (% net)",28.96,HDX-WB
BFA,2018,National,"School enrollment, secondary, male (% net)",30.34,HDX-WB
BFA,1999,National,"School enrollment, secondary, private (% of total secondary)",33.1,HDX-WB
BFA,2000,National,"School enrollment, secondary, private (% of total secondary)",34.21,HDX-WB
BFA,2001,National,"School enrollment, secondary, private (% of total secondary)",34.41,HDX-WB
BFA,2005,National,"School enrollment, secondary, private (% of total secondary)",39.15,HDX-WB
BFA,2006,National,"School enrollment, secondary, private (% of total secondary)",38.84,HDX-WB
BFA,2007,National,"School enrollment, secondary, private (% of total secondary)",38.62,HDX-WB
BFA,2008,National,"School enrollment, secondary, private (% of total secondary)",42.84,HDX-WB
BFA,2009,National,"School enrollment, secondary, private (% of total secondary)",42.0,HDX-WB
BFA,2010,National,"School enrollment, secondary, private (% of total secondary)",41.86,HDX-WB
BFA,2011,National,"School enrollment, secondary, private (% of total secondary)",41.16,HDX-WB
BFA,2012,National,"School enrollment, secondary, private (% of total secondary)",41.07,HDX-WB
BFA,2013,National,"School enrollment, secondary, private (% of total secondary)",41.12,HDX-WB
BFA,2014,National,"School enrollment, secondary, private (% of total secondary)",38.78,HDX-WB
BFA,2015,National,"School enrollment, secondary, private (% of total secondary)",39.64,HDX-WB
BFA,2016,National,"School enrollment, secondary, private (% of total secondary)",39.72,HDX-WB
BFA,2017,National,"School enrollment, secondary, private (% of total secondary)",40.89,HDX-WB
BFA,2018,National,"School enrollment, secondary, private (% of total secondary)",39.88,HDX-WB
BFA,2019,National,"School enrollment, secondary, private (% of total secondary)",41.45,HDX-WB
BFA,2020,National,"School enrollment, secondary, private (% of total secondary)",43.45,HDX-WB
BFA,2021,National,"School enrollment, secondary, private (% of total secondary)",41.97,HDX-WB
BFA,2022,National,"School enrollment, secondary, private (% of total secondary)",42.87,HDX-WB
BFA,2023,National,"School enrollment, secondary, private (% of total secondary)",42.99,HDX-WB
BFA,2024,National,"School enrollment, secondary, private (% of total secondary)",41.21,HDX-WB
BFA,1971,National,"School enrollment, tertiary (% gross)",0.04,HDX-WB
BFA,1972,National,"School enrollment, tertiary (% gross)",0.05,HDX-WB
BFA,1973,National,"School enrollment, tertiary (% gross)",0.06,HDX-WB
BFA,1974,National,"School enrollment, tertiary (% gross)",0.09,HDX-WB
BFA,1975,National,"School enrollment, tertiary (% gross)",0.11,HDX-WB
BFA,1976,National,"School enrollment, tertiary (% gross)",0.21,HDX-WB
BFA,1977,National,"School enrollment, tertiary (% gross)",0.19,HDX-WB
BFA,1978,National,"School enrollment, tertiary (% gross)",0.23,HDX-WB
BFA,1979,National,"School enrollment, tertiary (% gross)",0.23,HDX-WB
BFA,1980,National,"School enrollment, tertiary (% gross)",0.21,HDX-WB
BFA,1981,National,"School enrollment, tertiary (% gross)",0.28,HDX-WB
BFA,1982,National,"School enrollment, tertiary (% gross)",0.42,HDX-WB
BFA,1983,National,"School enrollment, tertiary (% gross)",0.49,HDX-WB
BFA,1984,National,"School enrollment, tertiary (% gross)",0.52,HDX-WB
BFA,1985,National,"School enrollment, tertiary (% gross)",0.57,HDX-WB
BFA,1986,National,"School enrollment, tertiary (% gross)",0.59,HDX-WB
BFA,1987,National,"School enrollment, tertiary (% gross)",0.62,HDX-WB
BFA,1988,National,"School enrollment, tertiary (% gross)",0.66,HDX-WB
BFA,1989,National,"School enrollment, tertiary (% gross)",0.74,HDX-WB
BFA,1990,National,"School enrollment, tertiary (% gross)",0.74,HDX-WB
BFA,1991,National,"School enrollment, tertiary (% gross)",0.7,HDX-WB
BFA,1992,National,"School enrollment, tertiary (% gross)",0.93,HDX-WB
BFA,1993,National,"School enrollment, tertiary (% gross)",1.08,HDX-WB
BFA,1994,National,"School enrollment, tertiary (% gross)",1.06,HDX-WB
BFA,1995,National,"School enrollment, tertiary (% gross)",1.1,HDX-WB
BFA,1996,National,"School enrollment, tertiary (% gross)",1.06,HDX-WB
BFA,1997,National,"School enrollment, tertiary (% gross)",0.97,HDX-WB
BFA,1999,National,"School enrollment, tertiary (% gross)",0.98,HDX-WB
BFA,2001,National,"School enrollment, tertiary (% gross)",1.11,HDX-WB
BFA,2002,National,"School enrollment, tertiary (% gross)",1.34,HDX-WB
BFA,2003,National,"School enrollment, tertiary (% gross)",1.51,HDX-WB
BFA,2005,National,"School enrollment, tertiary (% gross)",2.14,HDX-WB
BFA,2006,National,"School enrollment, tertiary (% gross)",2.26,HDX-WB
BFA,2007,National,"School enrollment, tertiary (% gross)",2.41,HDX-WB
BFA,2008,National,"School enrollment, tertiary (% gross)",2.93,HDX-WB
BFA,2009,National,"School enrollment, tertiary (% gross)",3.27,HDX-WB
BFA,2010,National,"School enrollment, tertiary (% gross)",3.35,HDX-WB
BFA,2011,National,"School enrollment, tertiary (% gross)",3.92,HDX-WB
BFA,2012,National,"School enrollment, tertiary (% gross)",4.34,HDX-WB
BFA,2013,National,"School enrollment, tertiary (% gross)",4.57,HDX-WB
BFA,2014,National,"School enrollment, tertiary (% gross)",4.9,HDX-WB
BFA,2015,National,"School enrollment, tertiary (% gross)",4.9,HDX-WB
BFA,2016,National,"School enrollment, tertiary (% gross)",5.41,HDX-WB
BFA,2017,National,"School enrollment, tertiary (% gross)",5.83,HDX-WB
BFA,2018,National,"School enrollment, tertiary (% gross)",6.32,HDX-WB
BFA,2019,National,"School enrollment, tertiary (% gross)",6.91,HDX-WB
BFA,2020,National,"School enrollment, tertiary (% gross)",7.64,HDX-WB
BFA,2021,National,"School enrollment, tertiary (% gross)",9.31,HDX-WB
BFA,2022,National,"School enrollment, tertiary (% gross)",9.67,HDX-WB
BFA,2023,National,"School enrollment, tertiary (% gross)",10.11,HDX-WB
BFA,2024,National,"School enrollment, tertiary (% gross)",10.04,HDX-WB
BFA,1971,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.17,HDX-WB
BFA,1972,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.11,HDX-WB
BFA,1973,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.15,HDX-WB
BFA,1974,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.2,HDX-WB
BFA,1975,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.25,HDX-WB
BFA,1976,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.24,HDX-WB
BFA,1977,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.26,HDX-WB
BFA,1978,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.26,HDX-WB
BFA,1979,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.25,HDX-WB
BFA,1980,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.28,HDX-WB
BFA,1981,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.27,HDX-WB
BFA,1982,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.27,HDX-WB
BFA,1983,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.28,HDX-WB
BFA,1984,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.28,HDX-WB
BFA,1985,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.29,HDX-WB
BFA,1986,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.3,HDX-WB
BFA,1987,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.31,HDX-WB
BFA,1988,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.31,HDX-WB
BFA,1989,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.31,HDX-WB
BFA,1990,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.29,HDX-WB
BFA,1991,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.3,HDX-WB
BFA,1992,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.29,HDX-WB
BFA,1993,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.29,HDX-WB
BFA,1994,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.31,HDX-WB
BFA,1995,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.28,HDX-WB
BFA,1996,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.31,HDX-WB
BFA,1997,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.29,HDX-WB
BFA,1999,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.29,HDX-WB
BFA,2002,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.34,HDX-WB
BFA,2003,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.29,HDX-WB
BFA,2005,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.45,HDX-WB
BFA,2006,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.46,HDX-WB
BFA,2007,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.46,HDX-WB
BFA,2008,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.5,HDX-WB
BFA,2009,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.48,HDX-WB
BFA,2010,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.48,HDX-WB
BFA,2011,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.49,HDX-WB
BFA,2012,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.49,HDX-WB
BFA,2013,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.49,HDX-WB
BFA,2014,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.48,HDX-WB
BFA,2015,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.51,HDX-WB
BFA,2016,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.5,HDX-WB
BFA,2017,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.51,HDX-WB
BFA,2018,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.57,HDX-WB
BFA,2019,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.55,HDX-WB
BFA,2020,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.55,HDX-WB
BFA,2021,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.59,HDX-WB
BFA,2022,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.62,HDX-WB
BFA,2023,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.68,HDX-WB
BFA,2024,National,"School enrollment, tertiary (gross), gender parity index (GPI)",0.74,HDX-WB
BFA,1971,National,"School enrollment, tertiary, female (% gross)",0.01,HDX-WB
BFA,1972,National,"School enrollment, tertiary, female (% gross)",0.01,HDX-WB
BFA,1973,National,"School enrollment, tertiary, female (% gross)",0.02,HDX-WB
BFA,1974,National,"School enrollment, tertiary, female (% gross)",0.03,HDX-WB
BFA,1975,National,"School enrollment, tertiary, female (% gross)",0.04,HDX-WB
BFA,1976,National,"School enrollment, tertiary, female (% gross)",0.08,HDX-WB
BFA,1977,National,"School enrollment, tertiary, female (% gross)",0.08,HDX-WB
BFA,1978,National,"School enrollment, tertiary, female (% gross)",0.1,HDX-WB
BFA,1979,National,"School enrollment, tertiary, female (% gross)",0.09,HDX-WB
BFA,1980,National,"School enrollment, tertiary, female (% gross)",0.09,HDX-WB
BFA,1981,National,"School enrollment, tertiary, female (% gross)",0.12,HDX-WB
BFA,1982,National,"School enrollment, tertiary, female (% gross)",0.18,HDX-WB
BFA,1983,National,"School enrollment, tertiary, female (% gross)",0.22,HDX-WB
BFA,1984,National,"School enrollment, tertiary, female (% gross)",0.23,HDX-WB
BFA,1985,National,"School enrollment, tertiary, female (% gross)",0.26,HDX-WB
BFA,1986,National,"School enrollment, tertiary, female (% gross)",0.27,HDX-WB
BFA,1987,National,"School enrollment, tertiary, female (% gross)",0.3,HDX-WB
BFA,1988,National,"School enrollment, tertiary, female (% gross)",0.32,HDX-WB
BFA,1989,National,"School enrollment, tertiary, female (% gross)",0.35,HDX-WB
BFA,1990,National,"School enrollment, tertiary, female (% gross)",0.34,HDX-WB
BFA,1991,National,"School enrollment, tertiary, female (% gross)",0.32,HDX-WB
BFA,1992,National,"School enrollment, tertiary, female (% gross)",0.42,HDX-WB
BFA,1993,National,"School enrollment, tertiary, female (% gross)",0.49,HDX-WB
BFA,1994,National,"School enrollment, tertiary, female (% gross)",0.51,HDX-WB
BFA,1995,National,"School enrollment, tertiary, female (% gross)",0.48,HDX-WB
BFA,1996,National,"School enrollment, tertiary, female (% gross)",0.51,HDX-WB
BFA,1997,National,"School enrollment, tertiary, female (% gross)",0.44,HDX-WB
BFA,1999,National,"School enrollment, tertiary, female (% gross)",0.45,HDX-WB
BFA,2002,National,"School enrollment, tertiary, female (% gross)",0.69,HDX-WB
BFA,2003,National,"School enrollment, tertiary, female (% gross)",0.68,HDX-WB
BFA,2005,National,"School enrollment, tertiary, female (% gross)",1.33,HDX-WB
BFA,2006,National,"School enrollment, tertiary, female (% gross)",1.42,HDX-WB
BFA,2007,National,"School enrollment, tertiary, female (% gross)",1.51,HDX-WB
BFA,2008,National,"School enrollment, tertiary, female (% gross)",1.94,HDX-WB
